nodes,edges,avg_degree,max_degree,density,diameter,radius,clustering,avg_shortest_path,degree_centrality_mean,degree_centrality_max,betweenness_mean,closeness_mean,centralization,avg_temporal_weight,diffusion_speed,branching_factor,leaf_ratio,label
12.0,11.0,1.8333333333333333,4.0,0.16666666666666666,4.0,2.0,0.0,2.712121212121212,0.16666666666666663,0.36363636363636365,0.17121212121212123,0.3836700446769096,0.23636363636363633,1.2414081308136193,0.7064990236746032,2.75,0.6666666666666666,rumor
34.0,33.0,1.9411764705882353,12.0,0.058823529411764705,4.0,2.0,0.0,2.9197860962566846,0.05882352941176469,0.36363636363636365,0.059993315508021394,0.3517925764156912,0.3238636363636364,1.2857984312348407,0.7171174616975785,6.6,0.8529411764705882,rumor
32.0,31.0,1.9375,5.0,0.0625,6.0,3.0,0.0,4.125,0.06249999999999999,0.16129032258064516,0.10416666666666667,0.2501178964296382,0.1053763440860215,1.2718474184723774,0.7306816362466676,2.8181818181818183,0.65625,rumor
35.0,34.0,1.9428571428571428,14.0,0.05714285714285714,4.0,2.0,0.0,2.9714285714285715,0.057142857142857134,0.4117647058823529,0.059740259740259725,0.34361870483443835,0.37611408199643487,1.3336586076394628,0.7508569842182694,6.8,0.8571428571428571,rumor
21.0,20.0,1.9047619047619047,8.0,0.09523809523809523,4.0,2.0,0.0,2.704761904761905,0.09523809523809523,0.4,0.08972431077694236,0.3786141185199703,0.3368421052631579,1.2661878976206429,0.6952871967047075,6.666666666666667,0.8571428571428571,rumor
19.0,18.0,1.894736842105263,9.0,0.10526315789473684,4.0,2.0,0.0,2.47953216374269,0.10526315789473684,0.5,0.08703130374957,0.41540700218427573,0.4411764705882353,1.1525868655985234,0.601491474724819,6.0,0.8421052631578947,rumor
33.0,32.0,1.9393939393939394,12.0,0.06060606060606061,4.0,2.0,0.0,2.912878787878788,0.06060606060606061,0.375,0.06170576735092865,0.35294325167144774,0.3346774193548387,1.2302277619753554,0.6448576833820374,6.4,0.8484848484848485,rumor
13.0,12.0,1.8461538461538463,12.0,0.15384615384615385,2.0,1.0,0.0,1.8461538461538463,0.1538461538461538,1.0,0.07692307692307693,0.5585284280936453,1.0,1.2608859256824256,0.7740548052396293,12.0,0.9230769230769231,rumor
22.0,21.0,1.9090909090909092,21.0,0.09090909090909091,2.0,1.0,0.0,1.9090909090909092,0.09090909090909091,1.0,0.045454545454545456,0.5343680709534367,1.0,1.2971419692336967,0.7725823663105705,21.0,0.9545454545454546,rumor
25.0,24.0,1.92,5.0,0.08,6.0,3.0,0.0,3.7,0.07999999999999999,0.20833333333333331,0.11739130434782609,0.27833430703485373,0.1394927536231884,1.284552438659938,0.6962587333441028,3.4285714285714284,0.72,rumor
14.0,13.0,1.8571428571428572,7.0,0.14285714285714285,4.0,2.0,0.0,2.4725274725274726,0.14285714285714285,0.5384615384615385,0.1227106227106227,0.41899799907729735,0.4615384615384616,1.1626011988747922,0.6010729622505577,4.333333333333333,0.7857142857142857,rumor
33.0,32.0,1.9393939393939394,32.0,0.06060606060606061,2.0,1.0,0.0,1.9393939393939394,0.06060606060606061,1.0,0.030303030303030304,0.5228475228475228,1.0,1.3094444845415043,0.7825993520982858,32.0,0.9696969696969697,rumor
30.0,29.0,1.9333333333333333,5.0,0.06666666666666667,7.0,4.0,0.0,4.337931034482758,0.06666666666666668,0.1724137931034483,0.11921182266009851,0.23835495467787327,0.11330049261083744,1.2446735316460014,0.6928320433033001,2.6363636363636362,0.6333333333333333,rumor
34.0,33.0,1.9411764705882353,33.0,0.058823529411764705,2.0,1.0,0.0,1.9411764705882353,0.0588235294117647,1.0,0.029411764705882353,0.5221719457013575,1.0,1.3066344597003285,0.7555647036846221,33.0,0.9705882352941176,rumor
26.0,25.0,1.9230769230769231,5.0,0.07692307692307693,6.0,3.0,0.0,3.5107692307692306,0.07692307692307693,0.2,0.10461538461538462,0.2954935870890598,0.13333333333333333,1.242890465195422,0.6908326561486653,2.7777777777777777,0.6538461538461539,rumor
17.0,16.0,1.8823529411764706,5.0,0.11764705882352941,4.0,2.0,0.0,2.8970588235294117,0.11764705882352941,0.3125,0.1264705882352941,0.35748128408099716,0.22083333333333333,1.3716210619537326,0.7864920909926171,3.2,0.7058823529411765,rumor
34.0,33.0,1.9411764705882353,5.0,0.058823529411764705,7.0,4.0,0.0,4.242424242424242,0.058823529411764705,0.15151515151515152,0.10132575757575758,0.24275368987676657,0.09848484848484848,1.3904136984521234,0.7850323759276668,3.3,0.7058823529411765,rumor
29.0,28.0,1.9310344827586208,28.0,0.06896551724137931,2.0,1.0,0.0,1.9310344827586208,0.06896551724137932,1.0,0.034482758620689655,0.5260188087774295,1.0,1.336019643121086,0.7910401688058726,28.0,0.9655172413793104,rumor
14.0,13.0,1.8571428571428572,5.0,0.14285714285714285,4.0,2.0,0.0,2.802197802197802,0.14285714285714285,0.38461538461538464,0.15018315018315015,0.36993021104623847,0.2820512820512821,1.464974254706596,0.9362656723506626,3.25,0.7142857142857143,rumor
33.0,32.0,1.9393939393939394,5.0,0.06060606060606061,6.0,3.0,0.0,3.9431818181818183,0.06060606060606061,0.15625,0.09494134897360704,0.2611566330866656,0.10181451612903226,1.350288100493115,0.772141112293862,2.909090909090909,0.6666666666666666,rumor
35.0,34.0,1.9428571428571428,5.0,0.05714285714285714,6.0,3.0,0.0,4.1042016806722685,0.05714285714285714,0.14705882352941177,0.09406671759612935,0.2514763083406195,0.09536541889483066,1.3207301346512519,0.7430479981930563,2.8333333333333335,0.6571428571428571,rumor
12.0,11.0,1.8333333333333333,7.0,0.16666666666666666,4.0,2.0,0.0,2.3333333333333335,0.16666666666666663,0.6363636363636364,0.13333333333333333,0.44595161782661785,0.5636363636363636,1.186247392978871,0.6201076512807816,3.6666666666666665,0.75,rumor
28.0,27.0,1.9285714285714286,5.0,0.07142857142857142,5.0,3.0,0.0,3.515873015873016,0.07142857142857141,0.18518518518518517,0.09676434676434677,0.293174849162952,0.1225071225071225,1.197914289453926,0.6633772001395175,3.375,0.7142857142857143,rumor
27.0,26.0,1.9259259259259258,26.0,0.07407407407407407,2.0,1.0,0.0,1.9259259259259258,0.07407407407407408,1.0,0.037037037037037035,0.5279593318809005,1.0,1.5058597736093575,0.9494838397066349,26.0,0.9629629629629629,rumor
17.0,16.0,1.8823529411764706,16.0,0.11764705882352941,2.0,1.0,0.0,1.8823529411764706,0.11764705882352941,1.0,0.058823529411764705,0.5445920303605313,1.0,1.4284567380708313,0.8882023722725694,16.0,0.9411764705882353,rumor
29.0,28.0,1.9310344827586208,12.0,0.06896551724137931,4.0,2.0,0.0,2.768472906403941,0.06896551724137931,0.42857142857142855,0.06549899653347929,0.37072595585307455,0.3862433862433863,1.2414769770279797,0.6974370413265174,7.0,0.8620689655172413,rumor
25.0,24.0,1.92,11.0,0.08,4.0,2.0,0.0,2.6866666666666665,0.08,0.4583333333333333,0.07333333333333333,0.3833150085839134,0.41123188405797095,1.470049982545867,0.8499612781433038,6.0,0.84,rumor
14.0,13.0,1.8571428571428572,5.0,0.14285714285714285,4.0,2.0,0.0,2.681318681318681,0.14285714285714285,0.38461538461538464,0.1401098901098901,0.3865577630573761,0.2820512820512821,1.2938601673581909,0.7215365292114198,3.25,0.7142857142857143,rumor
25.0,24.0,1.92,5.0,0.08,5.0,3.0,0.0,3.466666666666667,0.07999999999999999,0.20833333333333331,0.1072463768115942,0.29809445469257745,0.1394927536231884,1.2407551919580693,0.7100337830327247,3.0,0.68,rumor
20.0,19.0,1.9,9.0,0.1,4.0,2.0,0.0,2.542105263157895,0.09999999999999999,0.47368421052631576,0.08567251461988304,0.4049038344954865,0.4152046783625731,1.0475219365899173,0.5739041965640715,6.333333333333333,0.85,rumor
12.0,11.0,1.8333333333333333,6.0,0.16666666666666666,4.0,2.0,0.0,2.4545454545454546,0.16666666666666663,0.5454545454545454,0.14545454545454545,0.423134531590414,0.4545454545454545,1.3292674191019664,0.7807167524680504,3.6666666666666665,0.75,rumor
32.0,31.0,1.9375,12.0,0.0625,4.0,2.0,0.0,2.875,0.062499999999999986,0.3870967741935484,0.0625,0.35759366875822207,0.34623655913978496,1.3131201428416341,0.7287187760878102,6.2,0.84375,rumor
32.0,31.0,1.9375,5.0,0.0625,7.0,4.0,0.0,4.13508064516129,0.06249999999999999,0.16129032258064516,0.10450268817204303,0.25105205778002626,0.1053763440860215,1.348728929260895,0.7688510087638061,2.5833333333333335,0.625,rumor
20.0,19.0,1.9,5.0,0.1,6.0,3.0,0.0,3.7526315789473683,0.09999999999999999,0.2631578947368421,0.15292397660818713,0.27503412583836984,0.18128654970760233,1.2993206552723877,0.7510751922617735,2.7142857142857144,0.65,rumor
32.0,31.0,1.9375,31.0,0.0625,2.0,1.0,0.0,1.9375,0.06249999999999999,1.0,0.03125,0.5235655737704918,1.0,1.3562829444428386,0.8191635197945559,31.0,0.96875,rumor
19.0,18.0,1.894736842105263,18.0,0.10526315789473684,2.0,1.0,0.0,1.894736842105263,0.10526315789473684,1.0,0.05263157894736842,0.5398496240601504,1.0,1.5307138623547027,0.929916630279625,18.0,0.9473684210526315,rumor
25.0,24.0,1.92,24.0,0.08,2.0,1.0,0.0,1.92,0.08,1.0,0.04,0.5302127659574468,1.0,1.3962241099575035,0.8435162761933449,24.0,0.96,rumor
19.0,18.0,1.894736842105263,8.0,0.10526315789473684,4.0,2.0,0.0,2.584795321637427,0.10526315789473684,0.4444444444444444,0.09322325421396628,0.39832271095428995,0.3790849673202614,1.2402599980196127,0.6538800671884293,6.0,0.8421052631578947,rumor
15.0,14.0,1.8666666666666667,14.0,0.13333333333333333,2.0,1.0,0.0,1.8666666666666667,0.13333333333333333,1.0,0.06666666666666667,0.5506172839506172,1.0,1.6321043468537577,0.9651998992900889,14.0,0.9333333333333333,rumor
21.0,20.0,1.9047619047619047,20.0,0.09523809523809523,2.0,1.0,0.0,1.9047619047619047,0.09523809523809523,1.0,0.047619047619047616,0.536019536019536,1.0,1.3426923031346238,0.7799189487280362,20.0,0.9523809523809523,rumor
33.0,32.0,1.9393939393939394,9.0,0.06060606060606061,4.0,2.0,0.0,3.128787878787879,0.06060606060606061,0.28125,0.06867057673509286,0.32692082382950677,0.23487903225806453,1.2128634009590404,0.6608869340610044,6.4,0.8484848484848485,rumor
31.0,30.0,1.935483870967742,5.0,0.06451612903225806,7.0,4.0,0.0,4.081720430107527,0.06451612903225808,0.16666666666666666,0.10626622172784575,0.25240316023814363,0.10919540229885057,1.2330158187532847,0.7066843529833191,2.727272727272727,0.6451612903225806,rumor
18.0,17.0,1.8888888888888888,5.0,0.1111111111111111,4.0,2.0,0.0,2.9673202614379086,0.1111111111111111,0.29411764705882354,0.12295751633986929,0.34891317800674526,0.20588235294117646,1.5391403346814758,0.9425549770490621,3.4,0.7222222222222222,rumor
16.0,15.0,1.875,15.0,0.125,2.0,1.0,0.0,1.875,0.125,1.0,0.0625,0.5474137931034484,1.0,1.4050421512461069,0.8217034511972712,15.0,0.9375,rumor
27.0,26.0,1.9259259259259258,8.0,0.07407407407407407,4.0,2.0,0.0,2.883190883190883,0.07407407407407407,0.3076923076923077,0.07532763532763534,0.35577605337615725,0.25230769230769234,1.227339715763861,0.6464901439498264,6.5,0.8518518518518519,rumor
22.0,21.0,1.9090909090909092,21.0,0.09090909090909091,2.0,1.0,0.0,1.9090909090909092,0.09090909090909091,1.0,0.045454545454545456,0.5343680709534367,1.0,1.3836226923280044,0.7940676224296517,21.0,0.9545454545454546,rumor
31.0,30.0,1.935483870967742,5.0,0.06451612903225806,7.0,4.0,0.0,4.447311827956989,0.06451612903225808,0.16666666666666666,0.11887282165368927,0.23227481358172575,0.10919540229885057,1.288546072660712,0.7113812938113893,2.5,0.6129032258064516,rumor
30.0,29.0,1.9333333333333333,11.0,0.06666666666666667,4.0,2.0,0.0,2.871264367816092,0.06666666666666668,0.3793103448275862,0.06683087027914615,0.35684671206542135,0.33497536945812806,1.2738844655870265,0.6843219992156893,7.25,0.8666666666666667,rumor
27.0,26.0,1.9259259259259258,9.0,0.07407407407407407,4.0,2.0,0.0,2.8547008547008548,0.07407407407407407,0.34615384615384615,0.07418803418803419,0.359745540900196,0.29384615384615387,1.2943191497747077,0.712012087245079,6.5,0.8518518518518519,rumor
27.0,26.0,1.9259259259259258,12.0,0.07407407407407407,4.0,2.0,0.0,2.740740740740741,0.07407407407407407,0.46153846153846156,0.06962962962962964,0.3749617904049479,0.41846153846153855,1.2091684535283138,0.6957869157569032,6.5,0.8518518518518519,rumor
34.0,33.0,1.9411764705882353,12.0,0.058823529411764705,4.0,2.0,0.0,2.8698752228163995,0.05882352941176469,0.36363636363636365,0.05843360071301248,0.35733947062976634,0.3238636363636364,1.2856753648863481,0.7356268476313925,6.6,0.8529411764705882,rumor
32.0,31.0,1.9375,31.0,0.0625,2.0,1.0,0.0,1.9375,0.06249999999999999,1.0,0.03125,0.5235655737704918,1.0,1.4022803714871115,0.7954192817413904,31.0,0.96875,rumor
16.0,15.0,1.875,4.0,0.125,5.0,3.0,0.0,3.225,0.125,0.26666666666666666,0.15892857142857142,0.32225414978858424,0.1619047619047619,1.1834188473389977,0.691939546657141,2.5,0.625,rumor
27.0,26.0,1.9259259259259258,26.0,0.07407407407407407,2.0,1.0,0.0,1.9259259259259258,0.07407407407407408,1.0,0.037037037037037035,0.5279593318809005,1.0,1.305983915686438,0.7831285714247667,26.0,0.9629629629629629,rumor
30.0,29.0,1.9333333333333333,5.0,0.06666666666666667,6.0,3.0,0.0,3.8666666666666667,0.06666666666666668,0.1724137931034483,0.10238095238095238,0.2666979731241207,0.11330049261083744,1.40222565133837,0.83668262821943,3.2222222222222223,0.7,rumor
30.0,29.0,1.9333333333333333,10.0,0.06666666666666667,4.0,2.0,0.0,2.8689655172413793,0.06666666666666668,0.3448275862068966,0.06674876847290641,0.35737642488839916,0.29802955665024633,1.1697404821270923,0.6385223010645676,7.25,0.8666666666666667,rumor
20.0,19.0,1.9,5.0,0.1,5.0,3.0,0.0,3.3157894736842106,0.09999999999999999,0.2631578947368421,0.1286549707602339,0.31180913383347464,0.18128654970760233,1.1569886228464787,0.6464319014049368,3.1666666666666665,0.7,rumor
18.0,17.0,1.8888888888888888,8.0,0.1111111111111111,4.0,2.0,0.0,2.69281045751634,0.1111111111111111,0.47058823529411764,0.10580065359477124,0.38090076489533015,0.40441176470588236,1.2237526385593303,0.6862119915116047,5.666666666666667,0.8333333333333334,rumor
21.0,20.0,1.9047619047619047,5.0,0.09523809523809523,5.0,3.0,0.0,3.3523809523809525,0.09523809523809523,0.25,0.12380952380952381,0.30864758724858915,0.17105263157894737,1.443104340772447,0.8432410138249512,2.857142857142857,0.6666666666666666,rumor
14.0,13.0,1.8571428571428572,6.0,0.14285714285714285,4.0,2.0,0.0,2.5384615384615383,0.14285714285714285,0.46153846153846156,0.12820512820512822,0.40747910934246334,0.3717948717948718,1.196247651813638,0.6910988602345703,4.333333333333333,0.7857142857142857,rumor
21.0,20.0,1.9047619047619047,4.0,0.09523809523809523,6.0,3.0,0.0,3.4571428571428573,0.09523809523809523,0.2,0.1293233082706767,0.3002830852772099,0.11578947368421054,1.329178989567249,0.7791109990867526,2.5,0.6190476190476191,rumor
30.0,29.0,1.9333333333333333,15.0,0.06666666666666667,4.0,2.0,0.0,2.6551724137931036,0.06666666666666668,0.5172413793103449,0.05911330049261084,0.38736065783980783,0.4827586206896552,1.3025650436997904,0.7020386691728339,7.25,0.8666666666666667,rumor
35.0,34.0,1.9428571428571428,5.0,0.05714285714285714,7.0,4.0,0.0,4.107563025210084,0.057142857142857134,0.14705882352941177,0.0941685765215177,0.25024548823717757,0.09536541889483066,1.3224398481822923,0.7556458232114177,2.8333333333333335,0.6571428571428571,rumor
26.0,25.0,1.9230769230769231,5.0,0.07692307692307693,6.0,3.0,0.0,3.836923076923077,0.07692307692307693,0.2,0.11820512820512821,0.26852487816554726,0.13333333333333333,1.3016274619420427,0.7291135077977839,3.125,0.6923076923076923,rumor
35.0,34.0,1.9428571428571428,34.0,0.05714285714285714,2.0,1.0,0.0,1.9428571428571428,0.05714285714285713,1.0,0.028571428571428567,0.5215351812366738,1.0,1.5077962569878094,0.8928043533674008,34.0,0.9714285714285714,rumor
12.0,11.0,1.8333333333333333,5.0,0.16666666666666666,4.0,2.0,0.0,2.4696969696969697,0.16666666666666666,0.4545454545454546,0.14696969696969697,0.4204943626195998,0.34545454545454546,1.0744205228149801,0.6126265250854573,3.6666666666666665,0.75,rumor
32.0,31.0,1.9375,14.0,0.0625,4.0,2.0,0.0,2.786290322580645,0.062499999999999986,0.45161290322580644,0.05954301075268817,0.36930596740544297,0.4150537634408602,1.160504419300277,0.6142318778746145,6.2,0.84375,rumor
27.0,26.0,1.9259259259259258,26.0,0.07407407407407407,2.0,1.0,0.0,1.9259259259259258,0.07407407407407408,1.0,0.037037037037037035,0.5279593318809005,1.0,1.3907491824045854,0.8024694158625751,26.0,0.9629629629629629,rumor
23.0,22.0,1.9130434782608696,13.0,0.08695652173913043,4.0,2.0,0.0,2.4980237154150196,0.08695652173913043,0.5909090909090909,0.07133446263881046,0.4124874346473225,0.551948051948052,1.1832465555171823,0.6435191416330253,7.333333333333333,0.8695652173913043,rumor
32.0,31.0,1.9375,31.0,0.0625,2.0,1.0,0.0,1.9375,0.06249999999999999,1.0,0.03125,0.5235655737704918,1.0,1.4017963089650514,0.8397478751052633,31.0,0.96875,rumor
27.0,26.0,1.9259259259259258,26.0,0.07407407407407407,2.0,1.0,0.0,1.9259259259259258,0.07407407407407408,1.0,0.037037037037037035,0.5279593318809005,1.0,1.3983717042768964,0.8173862989078273,26.0,0.9629629629629629,rumor
24.0,23.0,1.9166666666666667,5.0,0.08333333333333333,5.0,3.0,0.0,3.3333333333333335,0.08333333333333333,0.21739130434782608,0.10606060606060604,0.30983008288654224,0.14624505928853757,1.3255223750852354,0.7504093481847574,3.2857142857142856,0.7083333333333334,rumor
21.0,20.0,1.9047619047619047,5.0,0.09523809523809523,5.0,3.0,0.0,3.2476190476190476,0.09523809523809523,0.25,0.11829573934837091,0.31857111719691766,0.17105263157894737,1.4532202755303856,0.8342741459012786,3.3333333333333335,0.7142857142857143,rumor
31.0,30.0,1.935483870967742,5.0,0.06451612903225806,7.0,4.0,0.0,4.146236559139785,0.06451612903225808,0.16666666666666666,0.10849091583240637,0.24881441627209608,0.10919540229885057,1.317063854577793,0.7416256484733359,3.0,0.6774193548387096,rumor
12.0,11.0,1.8333333333333333,11.0,0.16666666666666666,2.0,1.0,0.0,1.8333333333333333,0.16666666666666663,1.0,0.08333333333333333,0.5634920634920634,1.0,1.3805855060735306,0.8475815450585672,11.0,0.9166666666666666,rumor
18.0,17.0,1.8888888888888888,10.0,0.1111111111111111,4.0,2.0,0.0,2.5555555555555554,0.1111111111111111,0.5882352941176471,0.09722222222222222,0.4039155309760317,0.5367647058823529,1.301761749209445,0.7267191707742856,5.666666666666667,0.8333333333333334,rumor
15.0,14.0,1.8666666666666667,4.0,0.13333333333333333,5.0,3.0,0.0,3.066666666666667,0.13333333333333333,0.2857142857142857,0.158974358974359,0.3388965759668722,0.1758241758241758,1.1524232089267696,0.6684528323902141,2.8,0.6666666666666666,rumor
33.0,32.0,1.9393939393939394,32.0,0.06060606060606061,2.0,1.0,0.0,1.9393939393939394,0.06060606060606061,1.0,0.030303030303030304,0.5228475228475228,1.0,1.4413758663176592,0.89080779542373,32.0,0.9696969696969697,rumor
22.0,21.0,1.9090909090909092,5.0,0.09090909090909091,5.0,3.0,0.0,3.29004329004329,0.09090909090909091,0.23809523809523808,0.11450216450216452,0.3138057095841072,0.1619047619047619,1.2421032741097213,0.6968136602906988,3.5,0.7272727272727273,rumor
20.0,19.0,1.9,19.0,0.1,2.0,1.0,0.0,1.9,0.09999999999999999,1.0,0.05,0.5378378378378379,1.0,1.3152874994070802,0.7690955844088917,19.0,0.95,rumor
23.0,22.0,1.9130434782608696,12.0,0.08695652173913043,4.0,2.0,0.0,2.5375494071146245,0.08695652173913042,0.5454545454545454,0.07321663843402974,0.40549057575507874,0.5021645021645021,1.1812778853891197,0.6467005757365795,7.333333333333333,0.8695652173913043,rumor
20.0,19.0,1.9,5.0,0.1,5.0,3.0,0.0,3.0894736842105264,0.09999999999999998,0.2631578947368421,0.11608187134502923,0.334999656041405,0.18128654970760233,1.2874447665628117,0.7316941360542205,3.1666666666666665,0.7,rumor
32.0,31.0,1.9375,31.0,0.0625,2.0,1.0,0.0,1.9375,0.06249999999999999,1.0,0.03125,0.5235655737704918,1.0,1.3244238478497605,0.7964545594526902,31.0,0.96875,rumor
27.0,26.0,1.9259259259259258,4.0,0.07407407407407407,6.0,3.0,0.0,3.9715099715099713,0.07407407407407408,0.15384615384615385,0.11886039886039887,0.260619575402827,0.08615384615384616,1.2934347565489783,0.779219882684449,2.6,0.6296296296296297,rumor
24.0,23.0,1.9166666666666667,11.0,0.08333333333333333,4.0,2.0,0.0,2.670289855072464,0.08333333333333333,0.4782608695652174,0.07592226613965743,0.38618681819597994,0.43083003952569177,1.0473012401997266,0.5569918799501334,5.75,0.8333333333333334,rumor
27.0,26.0,1.9259259259259258,26.0,0.07407407407407407,2.0,1.0,0.0,1.9259259259259258,0.07407407407407408,1.0,0.037037037037037035,0.5279593318809005,1.0,1.458016728811163,0.881968389579481,26.0,0.9629629629629629,rumor
22.0,21.0,1.9090909090909092,10.0,0.09090909090909091,4.0,2.0,0.0,2.58008658008658,0.09090909090909091,0.47619047619047616,0.07900432900432902,0.3983593770731826,0.4238095238095238,1.2717394639616113,0.741557060434489,7.0,0.8636363636363636,rumor
17.0,16.0,1.8823529411764706,16.0,0.11764705882352941,2.0,1.0,0.0,1.8823529411764706,0.11764705882352941,1.0,0.058823529411764705,0.5445920303605313,1.0,1.3686836813071277,0.8603885377711977,16.0,0.9411764705882353,rumor
25.0,24.0,1.92,24.0,0.08,2.0,1.0,0.0,1.92,0.08,1.0,0.04,0.5302127659574468,1.0,1.4093984054749171,0.8437174391381718,24.0,0.96,rumor
32.0,31.0,1.9375,5.0,0.0625,6.0,3.0,0.0,4.167338709677419,0.0625,0.16129032258064516,0.10557795698924732,0.24745857446705233,0.1053763440860215,1.2662876609525608,0.7060582052341698,2.8181818181818183,0.65625,rumor
22.0,21.0,1.9090909090909092,21.0,0.09090909090909091,2.0,1.0,0.0,1.9090909090909092,0.09090909090909091,1.0,0.045454545454545456,0.5343680709534367,1.0,1.3798432928129996,0.839544929806457,21.0,0.9545454545454546,rumor
20.0,19.0,1.9,19.0,0.1,2.0,1.0,0.0,1.9,0.09999999999999999,1.0,0.05,0.5378378378378379,1.0,1.3059913969141022,0.7620115340236872,19.0,0.95,rumor
17.0,16.0,1.8823529411764706,9.0,0.11764705882352941,4.0,2.0,0.0,2.5588235294117645,0.11764705882352941,0.5625,0.10392156862745097,0.4034356756105427,0.5041666666666667,1.0534291983002149,0.5805548280474732,5.333333333333333,0.8235294117647058,rumor
20.0,19.0,1.9,5.0,0.1,5.0,3.0,0.0,3.294736842105263,0.09999999999999998,0.2631578947368421,0.12748538011695904,0.31411474737561695,0.18128654970760233,1.3274500136312124,0.7937744090216468,3.1666666666666665,0.7,rumor
12.0,11.0,1.8333333333333333,4.0,0.16666666666666666,4.0,2.0,0.0,2.712121212121212,0.16666666666666663,0.36363636363636365,0.17121212121212123,0.3836700446769096,0.23636363636363633,1.1344171737810145,0.6047677616362325,2.75,0.6666666666666666,rumor
27.0,26.0,1.9259259259259258,26.0,0.07407407407407407,2.0,1.0,0.0,1.9259259259259258,0.07407407407407408,1.0,0.037037037037037035,0.5279593318809005,1.0,1.4262239267700205,0.8021476400806447,26.0,0.9629629629629629,rumor
30.0,29.0,1.9333333333333333,5.0,0.06666666666666667,6.0,3.0,0.0,3.7724137931034485,0.06666666666666668,0.1724137931034483,0.09901477832512316,0.27304049447494133,0.11330049261083744,1.4067249020919226,0.7989472248314181,3.2222222222222223,0.7,rumor
32.0,31.0,1.9375,9.0,0.0625,4.0,2.0,0.0,3.1471774193548385,0.062499999999999986,0.29032258064516125,0.0715725806451613,0.32497167690262574,0.24301075268817204,1.1813140515075073,0.6529962153103502,6.2,0.84375,rumor
22.0,21.0,1.9090909090909092,5.0,0.09090909090909091,6.0,3.0,0.0,3.774891774891775,0.09090909090909091,0.23809523809523808,0.13874458874458875,0.2736318568194071,0.1619047619047619,1.227157191514114,0.7192368136542571,2.625,0.6363636363636364,rumor
28.0,27.0,1.9285714285714286,27.0,0.07142857142857142,2.0,1.0,0.0,1.9285714285714286,0.07142857142857142,1.0,0.03571428571428571,0.526954177897574,1.0,1.3398936922252627,0.748839747021707,27.0,0.9642857142857143,rumor
19.0,18.0,1.894736842105263,18.0,0.10526315789473684,2.0,1.0,0.0,1.894736842105263,0.10526315789473684,1.0,0.05263157894736842,0.5398496240601504,1.0,1.4516207749417795,0.9060680638649253,18.0,0.9473684210526315,rumor
16.0,15.0,1.875,6.0,0.125,4.0,2.0,0.0,2.625,0.125,0.4,0.11607142857142858,0.39229381284313125,0.31428571428571433,1.273659544064948,0.6937439262487133,5.0,0.8125,rumor
14.0,13.0,1.8571428571428572,7.0,0.14285714285714285,4.0,2.0,0.0,2.3626373626373627,0.14285714285714285,0.5384615384615385,0.11355311355311352,0.43821988152924546,0.4615384615384616,1.3690290354638504,0.80023691456395,4.333333333333333,0.7857142857142857,rumor
24.0,23.0,1.9166666666666667,5.0,0.08333333333333333,5.0,3.0,0.0,3.4746376811594204,0.08333333333333333,0.21739130434782608,0.11248353096179182,0.29695494521965254,0.14624505928853757,1.2571769183678072,0.6729062667179285,3.2857142857142856,0.7083333333333334,rumor
26.0,25.0,1.9230769230769231,9.0,0.07692307692307693,4.0,2.0,0.0,2.833846153846154,0.07692307692307693,0.36,0.07641025641025642,0.36269665077826585,0.3066666666666667,1.2912595593074692,0.7312271496006921,6.25,0.8461538461538461,rumor
32.0,31.0,1.9375,5.0,0.0625,6.0,3.0,0.0,3.9879032258064515,0.0625,0.16129032258064516,0.09959677419354837,0.2578595339647388,0.1053763440860215,1.2733857540006095,0.7063006114871425,3.1,0.6875,rumor
19.0,18.0,1.894736842105263,18.0,0.10526315789473684,2.0,1.0,0.0,1.894736842105263,0.10526315789473684,1.0,0.05263157894736842,0.5398496240601504,1.0,1.251884891656009,0.7765551714883239,18.0,0.9473684210526315,rumor
17.0,16.0,1.8823529411764706,4.0,0.11764705882352941,5.0,3.0,0.0,3.2794117647058822,0.11764705882352941,0.25,0.15196078431372548,0.3162765581942892,0.15,1.3255585111749304,0.7713915993678176,2.6666666666666665,0.6470588235294118,rumor
12.0,11.0,1.8333333333333333,7.0,0.16666666666666666,3.0,2.0,0.0,2.196969696969697,0.16666666666666666,0.6363636363636364,0.11969696969696969,0.4708351488743647,0.5636363636363636,1.2054881409009062,0.6559853821203523,5.5,0.8333333333333334,rumor
18.0,17.0,1.8888888888888888,8.0,0.1111111111111111,4.0,2.0,0.0,2.6601307189542482,0.1111111111111111,0.47058823529411764,0.10375816993464053,0.38623462070317915,0.40441176470588236,1.1641367027202865,0.6736215828553748,5.666666666666667,0.8333333333333334,rumor
32.0,31.0,1.9375,31.0,0.0625,2.0,1.0,0.0,1.9375,0.06249999999999999,1.0,0.03125,0.5235655737704918,1.0,1.2768583562208904,0.7522571412404533,31.0,0.96875,rumor
31.0,30.0,1.935483870967742,14.0,0.06451612903225806,4.0,2.0,0.0,2.7311827956989245,0.06451612903225808,0.4666666666666667,0.059695958472376714,0.37623137729098954,0.4298850574712644,1.1242103391636695,0.598650860824028,7.5,0.8709677419354839,rumor
